LD      LU      RD      RU      Ctrl    UDM
1.57     2.19     -1.39    -0.14    0        0
2.9      2.19     -1.4     -0.13    0        0
4.16     2.19     -1.38    -0.13    0        0
5.42     2.19     -1.37    -0.14    0        0
6.2      2.16     -1.37    -0.15    0        0
9.54     2.17     -1.34    -0.14    0        0
7.51     2.17     -1.35    -0.15    0        0
7.23     2.15     -1.35    -0.14    0        0
6.39     2.14     -1.37    -0.14    0        0
4.95     2.14     -1.37    -0.14    0        0
0.22     2.11     -1.32    -0.14    0        0
-2.57    2.11     -1.31    -0.13    0        0
-5.26    2.12     -1.3     -0.13    0        0
-5.53    2.13     -1.3     -0.14    0        0
-9.99    2.13     -1.31    -0.15    0        0
-11.02   2.13     -1.29    -0.14    0        0
-11.21   2.12     -1.28    -0.13    0        0
-11.45   -325.55  -1.27    -0.14    34       0
-12.65   2.14     -1.27    -0.14    0        0
-14.44   2.13     -1.28    -0.14    0        0
-14.95   2.12     -1.28    -0.13    0        0
-15.24   2.11     -1.29    -0.13    0        0
-15.64   2.11     -1.29    -0.13    0        0
-15.91   2.1      -1.31    -0.12    0        0
-15.18   2.09     -1.31    -0.12    0        0
-14.49   2.09     -1.3     -0.12    0        0
-13.53   -325.58  -1.3     -0.13    0        0
-13.18   2.1      -1.29    -0.13    0        0
-13.22   2.09     -1.28    -0.13    0        0
-13.12   2.08     -1.27    -0.12    0        0
-13.07   2.11     -1.27    -0.11    0        0
-13.16   2.1      -1.27    -0.11    0        0
-13.41   2.11     -1.29    -0.11    0        0
-13.93   2.13     -1.29    -0.11    0        0
-14.16   2.14     -1.28    -0.11    0        0
-14.48   2.13     -1.29    -0.11    0        0
-14.75   2.14     -1.28    -0.11    0        0
-14.48   2.14     -1.27    -0.09    0        0
-15.9    2.12     -1.26    -0.09    0        0
-17.15   2.11     -1.27    -0.09    0        0
-13.49   2.11     -1.27    -0.09    0        0
-18.99   2.1      -1.28    -0.07    0        0
-19.36   2.1      -1.3     -0.07    0        0
-19.29   2.09     -1.31    -0.06    0        0
-18.98   2.07     -1.31    -0.06    0        0
-17.29   2.07     -1.3     -0.07    0        0
-15.27   2.08     -1.3     -0.08    0        0
-15.23   2.07     -1.31    -0.09    0        0
-11.7    2.08     -1.32    -0.09    0        0
-4.37    2.09     -1.31    -0.1     0        0
-10.55   2.1      -1.31    -0.1     0        0
-9.44    2.11     -1.31    -0.12    0        0
-9.98    2.11     -1.31    -0.12    0        0
-9.9     2.09     -1.31    -0.12    0        0
-10.07   2.09     -1.32    -0.12    0        0
-9.82    2.1      -1.32    -0.13    0        0
-9.62    2.1      -1.33    -0.12    0        0
-9.62    2.12     -1.33    -0.12    34       0
-9.49    2.11     -1.33    -0.14    0        0
-9.46    2.13     -1.33    -0.13    0        0
-9.33    2.12     -1.33    -0.13    0        0
-9.18    2.12     -1.32    -0.12    0        0
-8.98    2.11     -1.34    -0.12    0        0
-8.96    2.1      -1.34    -0.12    0        0
-8.92    2.1      -1.34    -0.13    0        0
-8.9     2.1      -1.35    -0.13    0        0
-8.89    2.12     -1.34    -0.14    0        0
-8.87    2.14     -1.34    -0.14    0        0
-8.86    2.14     -1.34    -0.13    0        0
-8.77    2.14     -1.35    -0.13    0        0
-9.21    2.14     -1.35    -0.12    0        0
-9.36    2.14     -1.34    -0.11    0        0
-9.67    2.14     -1.32    -0.1     0        0
-10.02   2.15     -1.3     -0.09    0        0
-10.12   2.16     -1.3     -0.1     0        0
-10.42   2.16     -1.29    -0.09    0        0
-0.59    2.15     -1.28    -0.09    0        0
-10.98   2.13     -1.27    -0.1     0        0
-0.9     2.14     -1.27    -0.1     0        0
-10.91   2.15     -1.28    -0.1     0        0
-10.79   2.17     -1.28    -0.09    0        0
-10.6    2.17     -1.28    -0.1     0        0
-9.95    2.16     -1.27    -0.1     0        0
-9.14    2.15     -1.26    -0.08    0        0
-8.31    2.15     -1.27    -0.07    0        0
-7.03    2.14     -1.25    -0.07    0        0
-5.21    2.14     -1.24    -0.08    0        0
-3.09    2.15     -1.25    -0.09    0        0
-0.14    -325.53  -1.25    -0.09    0        0
0.59     2.16     -1.26    -0.09    0        0
2.53     -325.51  -1.25    -0.1     0        0
5.2      2.16     -1.25    -0.11    0        0
10.07    2.15     -1.23    -0.11    0        0
13.66    2.13     -1.21    -0.11    0        0
19.97    2.12     -1.21    -0.09    0        0
22.98    -325.56  -1.21    -0.09    34       0
25.34    2.12     -1.22    -0.1     0        0
30.43    2.11     -1.22    -0.09    0        0
32.23    2.11     -1.23    -0.09    0        0
33.75    2.1      -1.24    -0.08    0        0
35.83    -325.59  -1.23    -0.08    0        0
38.14    2.1      -1.21    -0.08    0        0
40.61    2.51     -1.2     -0.09    0        0
42.16    -161.74  -1.19    -0.09    0        0
45.95    -315.35  -1.16    -0.09    0        0
46.52    2.09     -1.16    -0.1     0        0
48.48    -325.6   -1.17    -0.1     0        0
49.88    2.08     -1.19    -0.1     0        0
53.24    -325.57  -1.19    -0.11    0        0
53.47    2.11     -1.19    -0.11    0        0
75.31    2.19     -1.17    -0.1     0        0
56.29    -325.58  -1.16    -0.1     0        0
57.48    22.96    -1.17    -0.1     0        0
57.54    -161.78  -1.16    -0.1     0        0
59.31    2.05     -1.16    -0.11    0        0
60.75    2.04     -1.15    -0.11    0        0
60.62    2.03     -1.16    -0.11    0        0
81.91    2.05     -1.16    -0.11    0        0
62.08    2.07     -1.18    -0.11    0        0
61.81    2.06     -1.18    -0.11    0        0
60.21    2.07     -1.18    -0.12    0        0
51.65    2.07     -1.17    -0.13    0        1
42.98    2.06     -1.19    -0.13    0        1
32.21    2.06     -1.19    -0.13    0        1
15.95    2.07     -1.19    -0.13    0        1
-4.11    2.07     -1.2     -0.05    0        1
-19.54   2.07     -1.19    -0.14    0        1
-9.5     2.06     -1.18    -0.15    0        1
-36.78   2.06     -1.17    -0.14    0        1
-43.29   2.05     -1.17    -0.13    0        1
-44.56   2.05     -1.16    -0.13    0        1
-45.87   2.05     -1.16    -0.1     0        1
-47.22   2.04     -1.17    -0.13    0        1
-48.33   2.03     -1.17    -1.3     -64      1
-49.23   2.04     -1.15    -0.12    0        1
-8.88    2.05     -1.15    -0.11    0        1
-48.91   2.06     -1.14    -0.1     39       1
-50.3    2.09     -1.14    -0.1     0        1
-50.06   2.08     -1.16    -0.09    0        1
-49.67   2.09     -1.16    -0.09    0        1
-49.0    2.09     -1.18    -0.09    0        1
-47.91   2.09     -1.17    -0.1     0        1
-46.07   2.1      -1.18    -0.01    0        1
-43.2    2.11     -1.2     -0.1     0        1
-38.88   2.11     -1.19    -0.09    0        1
-34.11   2.11     -1.2     -0.08    0        1
-29.18   2.13     -1.2     -0.08    0        1
-24.24   2.13     -1.2     -0.07    0        1
-20.3    2.14     -1.19    -0.07    0        1
-16.56   2.15     -1.19    -0.08    0        1
-13.28   2.15     -1.19    -0.09    0        1
-13.09   2.15     -1.16    -0.01    0        1
-12.71   2.15     -1.15    -0.11    0        1
-12.59   2.15     -1.17    -0.12    0        1
-12.09   2.14     -1.18    -0.11    0        1
-12.02   2.15     -1.18    -0.12    0        1
-11.94   2.15     -1.18    -0.11    0        1
-11.46   2.15     -1.17    -0.12    0        1
-11.44   2.15     -1.15    -0.13    0        1
-11.35   2.16     -1.15    -0.12    0        1
-11.3    2.14     -1.14    -0.11    0        1
-11.35   2.13     -1.15    -0.11    0        1
-11.34   2.13     -1.15    -0.12    0        1
-11.33   2.13     -1.15    -0.13    0        1
-11.29   2.13     -1.16    -0.13    0        1
-11.27   2.14     -1.15    -0.14    0        1
-11.24   43.11    -1.15    -0.14    0        1
-11.2    2.16     -1.15    -0.14    0        1
-11.18   2.16     -1.15    -0.14    0        1
-11.16   2.16     -1.14    -0.15    0        1
-11.18   2.15     -1.14    -0.15    0        1
-11.19   2.17     -1.15    -0.15    0        1
-11.34   2.17     -1.15    -0.15    0        1
-11.61   2.19     -1.15    -0.16    0        1
-12.01   2.15     -1.15    -0.16    0        1
-12.83   2.15     -1.17    -0.16    0        1
-17.0    2.14     -1.17    -0.18    0        1
-24.16   2.15     -1.17    -0.18    0        1
-31.53   2.14     -1.16    -0.18    0        1
-38.83   2.14     -1.16    -0.18    0        1
-46.32   2.15     -1.16    -0.18    0        1
-52.29   2.16     -1.16    -0.19    28       1
-382.27  2.18     -1.16    -0.19    0        1
-53.07   2.19     -1.14    -0.19    0        1
-50.17   2.19     -1.14    -0.19    0        1
-47.52   2.19     -1.15    -0.18    0        1
-45.0    2.17     -1.14    -0.16    0        1
-42.9    2.15     -1.13    -0.15    0        1
-41.14   2.15     -1.16    -0.15    0        1
-39.72   2.14     -1.16    -0.16    0        1
-38.65   2.13     -1.15    -0.17    16       1
-365.36  2.13     -1.15    -0.18    0        1
-36.68   -0.45    -1.16    -0.18    0        0
-35.85   2.1      -1.17    -0.18    0        0
-35.3    2.09     -1.16    -0.19    0        0
-34.97   2.09     -1.16    -0.19    0        0
-11.69   2.08     -1.16    -0.18    0        0
-34.65   2.08     -1.16    -0.21    0        0
-17.13   2.09     -1.18    -0.2     0        0
-36.17   2.09     -1.19    -0.19    0        0
-7.78    2.11     -1.2     -0.16    0        0
-40.09   2.11     -1.17    -0.15    0        0
-43.56   2.14     -1.18    -0.16    0        0
-47.95   2.13     -1.17    -0.17    0        0
-51.58   2.16     -1.19    -0.17    0        0
322.54   2.14     -1.19    -0.17    0        0
-49.46   2.15     -1.2     -0.17    0        0
-10.25   2.13     -1.21    -0.16    0        0
-45.06   2.14     -1.19    -0.17    0        0
-39.48   2.17     -1.17    -0.18    0        0
-7.9     -325.48  -1.19    -0.19    0        0
-34.6    2.16     -1.19    -0.2     0        0
324.86   -325.51  -1.16    -0.21    0        0
-28.17   2.17     -1.2     -0.2     0        0
-24.39   -325.51  -1.21    -0.18    0        0
162.45   -120.71  -1.21    -0.18    0        0
-18.9    -325.5   -1.22    -0.18    0        0
-0.65    2.2      -1.2     -0.18    0        0
-1.67    2.17     -1.19    -0.17    0        0
-161.75  -325.5   -1.19    -0.17    0        0
7.6      2.18     -1.19    -0.17    0        0
11.05    2.18     -1.19    -0.17    0        2
-118.73  2.17     -1.19    -0.17    0        2
13.91    2.18     -1.18    -0.17    28       2
-159.29  2.18     -1.18    -0.17    0        2
-159.22  -325.46  -1.2     -0.16    0        2
16.33    2.2      -1.22    -0.17    0        2
23.01    -325.49  -1.24    -0.17    32       2
32.03    -325.49  -1.25    -0.16    0        2
-307.42  2.23     -1.25    -0.16    0        2
-299.92  2.2      -1.25    -0.15    0        2
76.67    2.2      -1.24    -0.15    0        2
102.79   -325.49  -1.23    -0.15    32       2
101.25   -325.5   -1.21    -0.17    0        2
98.75    -325.51  -1.2     -0.17    0        2
95.83    2.22     -1.21    -0.16    0        1
93.85    4.76     -1.2     -0.15    -128     1
92.68    4.76     -1.22    -0.16    -128     1
91.96    -325.48  -1.22    -0.15    0        1
87.98    4.77     -1.22    -0.15    -128     1
86.47    2.18     -1.23    -0.16    -128     1
85.68    -325.51  -1.24    -0.16    0        1
84.92    2.18     -1.24    -0.16    0        1
84.04    2.16     -1.25    -0.17    -128     1
88.5     2.17     -1.27    -0.08    0        1
-408.51  -325.51  -1.26    -0.17    107      1
82.71    2.17     -1.26    -0.17    -127     1
83.04    2.16     -1.26    -0.17    2        1
83.63    -8.08    -1.27    -0.15    2        1
85.73    2.16     -1.25    -0.14    2        1
89.2     2.18     -1.26    -0.06    2        2
91.24    -325.5   -1.24    -0.14    -125     2
92.04    2.18     -1.23    -0.13    2        2
94.96    4.76     -1.24    -0.13    -127     2
94.58    2.2      -1.25    -0.13    2        2
95.42    -8.04    -1.26    -0.14    -127     2
92.95    2.19     -1.27    -0.14    2        2
89.99    2.2      -1.26    -0.14    2        2
85.44    2.19     -1.08    -0.13    2        1
76.52    2.19     -1.25    -0.05    2        1
44.7     7.32     -1.25    -0.14    -126     1
39.1     2.19     -1.26    -0.14    2        1
33.37    7.3      -1.25    -0.14    2        1
30.04    2.18     -1.25    -0.15    2        1
28.95    -8.06    -1.17    -0.16    -127     1
26.64    2.18     -1.23    -0.15    2        1
24.76    2.19     -1.23    -0.15    2        1
25.02    2.2      -1.19    -0.16    2        1
30.14    2.21     -1.19    -0.08    2        1
24.9     7.32     -1.21    -0.16    -126     1
22.72    2.21     -1.22    -0.15    2        1
24.0     7.33     -1.23    -0.15    2        1
23.45    2.21     -1.23    -0.15    2        1
23.13    -18.28   -1.09    -0.15    2        1
28.34    2.2      -1.23    -0.15    2        1
23.22    2.19     -2.52    -0.17    2        1
22.49    2.21     -1.07    -0.18    2        1
32.42    2.21     -1.23    -0.02    2        1
21.36    2.2      -1.24    -0.19    -126     1
20.96    2.2      -1.24    -0.19    2        1
20.71    2.2      -1.24    -0.2     2        1
20.03    2.52     -1.23    -0.2     2        1
19.5     -18.3    -1.23    -0.2     2        1
19.1     2.17     -1.23    -0.2     2        1
18.9     2.18     -2.52    -0.19    2        1
19.12    2.17     -1.08    -0.19    2        1
19.67    2.18     -1.25    -0.03    2        1
19.67    2.18     -1.23    -0.18    -101     1
19.55    2.17     -1.23    -0.18    2        1
17.46    7.3      -1.24    -0.18    2        1
16.89    2.51     -1.25    -0.19    2        1
16.9     -18.29   -1.25    -0.19    2        1
16.77    2.18     -1.26    -0.19    2        1
16.77    2.17     -2.53    -0.19    2        1
16.88    2.16     -1.25    -0.16    2        1
16.69    2.16     -1.24    -0.16    2        1
16.31    2.17     -1.26    -0.16    2        1
16.18    2.16     -1.25    -0.16    2        1
16.21    12.4     -1.24    -0.16    2        1
-24.68   2.15     -1.21    -0.16    2        1
16.18    -18.33   -1.2     -0.16    2        1
15.98    0.87     -1.21    -0.17    2        1
15.9     2.16     -1.22    -0.16    2        1
15.91    2.15     -0.9     -0.15    2        1
15.91    2.14     -1.22    -0.15    2        1
15.8     12.38    -1.23    -0.14    2        1
15.68    2.12     -1.24    -0.14    2        1
15.67    12.36    -1.24    -0.14    2        1
-25.32   2.11     -1.26    -0.14    2        1
15.59    -38.86   -1.25    -0.14    2        1
15.5     0.83     -1.25    -0.15    2        1
15.45    2.11     -1.25    -0.13    2        1
15.44    2.12     -0.94    -0.13    2        1
37.18    2.12     -1.26    -0.15    2        1
15.33    2.12     -1.24    -0.14    2        1
15.24    12.35    -1.23    -0.13    2        1
15.15    -38.82   -1.23    -0.11    2        1
15.06    2.15     -1.23    -0.11    2        1
15.03    2.14     -0.91    -0.11    2        1
35.73    -325.53  -1.24    -0.12    2        1
14.89    2.16     -1.25    -20.6    2        1
14.86    2.16     -1.25    -0.12    2        1
14.83    12.39    -1.25    -0.12    2        1
-67.16   2.52     -1.24    -0.11    2        1
14.74    -38.8    -1.24    -0.11    2        1
14.7     2.36     -1.23    -0.11    2        1
14.68    2.17     -1.25    -0.11    2        1
14.64    2.37     -1.26    -0.12    2        0
15.34    2.18     -1.28    -0.12    2        0
14.6     2.19     -1.26    -20.6    30       0
15.15    -315.26  -1.25    -0.12    0        0
14.49    22.68    -1.25    -0.11    0        0
14.39    2.39     -1.26    -0.11    0        0
14.36    2.22     -1.27    -0.09    0        0
14.33    2.23     -1.26    -0.1     0        0
14.31    2.23     -1.27    -0.03    -128     0
14.27    2.4      -1.25    -41.06   0        0
35.56    -315.19  -1.24    -0.1     0        0
14.22    22.75    -1.25    -0.12    4        0
14.14    2.42     -1.25    -0.15    0        0
14.12    2.28     -0.63    -0.15    0        0
14.07    2.28     -1.29    -0.05    0        0
14.04    2.42     -1.27    -0.13    0        0
54.97    2.27     -1.25    -0.06    0        0
15.26    22.77    -1.24    -0.11    4        0
13.92    2.29     -1.23    -0.03    -128     0
13.91    2.29     -1.24    -0.05    0        0
13.89    2.28     -0.62    -0.12    0        0
13.84    2.3      -1.26    -0.13    0        0
56.07    2.29     -1.28    -1.3     -64      0
-313.86  2.28     -1.27    -82.05   0        0
13.8     2.27     -1.27    -0.04    -124     0
15.05    22.76    -1.28    -0.15    4        0
13.7     2.28     -1.27    -0.08    0        0
13.72    2.29     -1.26    -0.09    0        0
13.68    2.25     -1.26    -0.19    0        0
14.94    2.29     -1.29    -0.05    -128     0
-314.04  2.29     -1.27    -82.13   0        0
13.63    2.28     -1.28    -0.11    0        0
-314.08  43.24    -1.29    -0.21    8        0
13.54    2.27     -1.29    -0.1     0        0
13.56    -325.42  -0.01    -0.2     34       0
13.54    2.26     -1.29    -0.05    -128     0
13.53    -325.43  -1.29    -0.19    0        0
13.52    2.22     -0.02    -0.2     0        0
13.5     -325.42  -1.35    -0.19    8        0
-314.2   2.26     -1.31    -0.18    0        0
54.43    2.24     -1.31    -0.05    -124     0
-314.22  43.19    -1.29    -0.18    8        0
13.4     2.25     -1.28    -0.09    0        0
13.41    -325.43  -1.26    -0.17    0        0
-233.67  2.25     -1.25    -2.25    48       0
13.38    -325.43  -1.23    -0.17    0        0
13.37    2.21     -1.25    -0.17    0        0
13.38    -325.44  -1.3     -0.16    0        0
-314.34  2.24     -1.25    -0.17    0        0
13.34    2.25     -1.23    -0.17    0        0
-314.37  43.2     -1.23    -0.16    8        0
-314.45  2.24     -1.23    -0.15    0        0
13.29    -325.46  -1.23    -0.15    0        0
13.27    2.22     -328.91  -0.16    0        0
13.26    -325.46  -1.23    -0.16    0        0
13.25    2.15     -328.92  -0.16    0        0
13.25    -325.44  -1.29    -0.17    0        0
-314.44  2.25     -1.26    -327.85  0        0
13.23    -325.43  -1.27    -0.17    0        0
-314.46  43.21    -1.27    -0.17    8        0
-314.55  2.24     -1.26    -0.18    0        0
13.2     -325.47  -1.24    -0.17    0        0
13.19    2.26     -328.92  -0.18    0        0
13.18    -325.43  -1.23    -0.17    0        0
13.18    2.17     -328.9   -0.16    0        0
13.17    -325.41  -1.24    -0.15    8        0
13.16    2.27     -1.19    -327.83  0        0
13.14    -325.42  -1.21    -0.13    0        0
10.58    84.19    -1.2     -0.14    16       0
-314.62  2.27     -1.2     -0.14    0        0
13.13    2.18     -1.21    -327.82  0        0
13.03    2.27     -328.89  -0.14    0        0
13.1     -327.98  -1.21    -0.13    0        0
13.1     2.17     -328.89  -0.13    0        0
13.1     2.26     -1.28    -0.15    50       0
13.09    2.24     -1.19    -327.83  0        0
13.08    2.24     -1.2     -0.16    0        0
